,sentence,year_from,year_to
1700,век по век тој,1953,1953
1701,и вика клик рик,1953,1953
1702,мисли на мене,1953,1953
1703,во gодина gо разбунtува карpош pроtив беgовиtе кумановскиоt крај,1953,1953
1704,оган ја разгоре ноќта,1953,1953
1705,пушка немирници ѕунат,1953,1953
1706,народе стануј,1953,1953
1707,збирај се војско,1953,1953
1708,буна се крева,1953,1953
1709,буна,1953,1953
1710,карпош од карадаг слезе,1953,1953
1711,од село в село ита,1953,1953
1712,планински виор ги разлулеа,1953,1953
1713,зрел в поле жита,1953,1953
1714,народе стануј,1953,1953
1715,збирај се војско,1953,1953
1716,рипај машчио,1953,1953
1717,сиромашчио,1953,1953
1718,голабоса,1953,1953
1719,грабај,1953,1953
1720,кој има кременарка,1953,1953
1721,кој нема ластегарка,1953,1953
1722,сор и кос,1953,1953
1723,удри го бејското племе,1953,1953
1724,темник нека го земе,1953,1953
1725,виор в пустелија нека го расее,1953,1953
1726,пчошки семе,1953,1953
1727,каде поганци од кулите,1953,1953
1728,сосе пискулите,1953,1953
1729,и булите,1953,1953
1730,нема да куртулите,1953,1953
1731,крвав ви иде еремија,1953,1953
1732,в десница сабја му трешница,1953,1953
1733,в лев гламна горешница,1953,1953
1734,страшен е рака,1953,1953
1735,што плаќа за мака,1953,1953
1736,зора зазори,1953,1953
1737,а по сите пат,1953,1953
1738,идат лути сватје,1953,1953
1739,чекај кумановски гради,1953,1953
1740,ќе тропнат на твојте вратје,1953,1953
1741,отворај визба амбар,1953,1953
1742,токми дар,1953,1953
1743,карпош ти води свадбар,1953,1953
1744,буно карпошова,1953,1953
1745,селанска веселба,1953,1953
1746,црвено вина,1953,1953
1747,црвен крв,1953,1953
1748,на пат се лее,1953,1953
1749,јуначка пес се пее,1953,1953
1750,на крал крал ќе земе,1953,1953
1751,на цара цар ќе земе,1953,1953
1752,земја ќе ослободи,1953,1953
1753,идат,1953,1953
1754,а крај пат,1953,1953
1755,на сув брест качен,1953,1953
1756,зијабег на висок,1953,1953
1757,на рамо гаргач држи,1953,1953
1758,место сокол,1953,1953
1759,зијо,1953,1953
1760,змијо,1953,1953
1761,на капина префрлена,1953,1953
1762,еве ти за бел,1953,1953
1763,што ги чини,1953,1953
1764,душа што ни ја кине,1953,1953
1765,еве ти за беделите,1953,1953
1766,за кулуците по неделите,1953,1953
1767,идат,1953,1953
1768,барјак крвавее,1953,1953
1769,пушка ѕунат,1953,1953
1770,народе стануј,1953,1953
1771,збирај се војско,1953,1953
1772,буна се крева,1953,1953
1773,буна,1953,1953
1774,спомен,1953,1953
1775,ми останаа во ум бел магла,1953,1953
1776,и една пуста есен по наш полиња,1953,1953
1777,бега воз наврнат жален рика,1953,1953
1778,бега село есенски од мене,1953,1953
1779,и рид гол тонеа во далечина,1953,1953
1780,беше расплакана кален приквечерина,1953,1953
1781,чад ми влегува в гради,1953,1953
1782,за тебе мисли земја татковина,1953,1953
1783,тага се склучка в гради,1953,1953
1784,како да не бидам тажен штом гледа,1953,1953
1785,што е нашево сега нашено мина,1953,1953
1786,бакалски носеј пробесени,1953,1953
1787,бечви процовцани унечки измацани,1953,1953
1788,селански очи тресливи,1953,1953
1789,раце испукан умој исчукан,1953,1953
1790,вратој наструпени,1953,1953
1791,глава ничкум наведен,1953,1953
1793,а тие деца пргав,1953,1953
1794,на свет бор ветени,1953,1953
1795,потурнати поплукани,1953,1953
1796,на раскрсница крвави,1953,1953
1797,умира ужасени,1953,1953
1798,тие на небо пустелинско,1953,1953
1799,од темнина штрекнати,1953,1953
1800,метеори угасени,1953,1953
1802,бега воз тогаш наврнат,1953,1953
1803,рика во темница,1953,1953
1804,така рика мак во мене,1953,1953
1805,дека сум роден во згазено племе,1953,1953
1806,и зошто сега пак љубов ме враќа,1953,1953
1807,кај тебе земја песочлива,1953,1953
1808,длабоко в душа остана спомен,1953,1953
1809,за бели магла по наш полиња,1953,1953
1810,за пес од налани по наш калдрма,1953,1953
1811,дијалог на полноќ,1953,1953
1812,човекоt си се размисли в pосtела,1953,1953
1813,како се измеша веков,1953,1953
1814,коса да ти се крене,1953,1953
1815,н остана живот за нас,1953,1953
1816,за берокуќник,1953,1953
1817,за прокопсаник,1953,1953
1818,луѓе чесен домаќин,1953,1953
1819,си збиркал се вели еднодруго,1953,1953
1820,си пустел си штурил,1953,1953
1821,в бочва винце си турил,1953,1953
1822,сиренце в каченце,1953,1953
1823,в амбарче брашенце,1953,1953
1824,на чингел пастрмца,1953,1953
1825,си робувал да си пригодувал,1953,1953
1826,како берокуќник,1953,1953
1827,како прокопсаник,1953,1953
1828,и домаќин човек,1953,1953
1829,крмнак сум заклал,1953,1953
1830,колбаси сум наклал,1953,1953
1831,сполај му на бога,1953,1953
1832,гревота да се жалам,1953,1953
1833,арен ми пушти прасето,1953,1953
1834,стопив три канта сала,1953,1953
1835,компир грав,1953,1953
1836,ти реков ми рече,1953,1953
1837,од немачка далеку била,1953,1953
1838,нема страв,1953,1953
1839,за цел година,1953,1953
1840,има да крка дечиња,1953,1953
1841,откај комшиите богме сосе черга,1953,1953
1842,кај нас ќе минат глувчињата,1953,1953
1843,и слобода чека,1953,1953
1844,и слобода ни дојде,1953,1953
1845,напи си се винце,1953,1953
1846,и што пес милееш,1953,1953
1847,може да си испееш,1953,1953
1848,што сака си имаме,1953,1953
1849,сè ни е арен и погоден,1953,1953
1850,и пак тие пци,1953,1953
1851,бунт крева,1953,1953
1852,очите си ги вади,1953,1953
1853,заради нив сега,1953,1953
1854,цел народ да страда,1953,1953
1855,како се смеша веков,1953,1953
1856,коса да ти се крене,1953,1953
1857,си збиркал си пустел си стекол,1953,1953
1858,а сега од страв водвор да не може,1953,1953
1859,асолно да си се исекнеш,1953,1953
1860,нити со мерак најаден напиен,1953,1953
1861,нити човечки наспиен,1953,1953
1862,ноќе што било ова,1953,1953
1863,саноќ да се пука,1953,1953
1864,кутрата се стуткала жената,1953,1953
1865,а мене срцево тапан ми чука,1953,1953
1866,знае богдачува што бидува,1953,1953
1867,никој не те праша прав си ја крив,1953,1953
1868,туку ти рикнала пред порт меч,1953,1953
1869,денес ундисуваш,1953,1953
1870,утре те нема жив,1953,1953
1871,надвор е бура кој да ја разбере tемницаtа,1953,1953
1872,налудничава вие веtроt и можеби кажува уtеха,1953,1953
1873,јачи околу во темница,1953,1953
1874,можеби таму дрвја се корнат,1953,1953
1875,и со ветрот и со дожд со темница,1953,1953
1876,ноќта очаен издиши,1953,1953
1877,остаена смртно ранета,1953,1953
1878,не бој се,1953,1953
1879,висок е ѕид,1953,1953
1880,порта и на жапка заклучена,1953,1953
1881,в кревет,1953,1953
1882,под два покрова,1953,1953
1883,не затинај ги ушите,1953,1953
1884,ние над друг плачеме,1953,1953
1885,со смрт што се знае,1953,1953
1886,со ѕвезда роден на чело,1953,1953
1887,тебе во домат ти е,1953,1953
1888,како во ковчег ноев,1953,1953
1889,крвав пења да врие надвор,1953,1953
1890,тој докрепи јак,1953,1953
1891,инаку како живот другиден,1953,1953
1892,да се намножи пак,1953,1953
1893,јачи околу во темница,1953,1953
1894,можеби таму дрвја се корнат,1953,1953
1895,и со ветрот и со дожд со темница,1953,1953
1896,ноќта очаен издиши,1953,1953
1897,остаена смртно ранета,1953,1953
1898,две другачки,1953,1953
1899,в заtвор на свиждане gодина,1953,1953
1900,заtворницаtа,1953,1953
1901,ами бебенцето слаткото слаткото,1953,1953
1902,камо го еднаш сама да го гушне,1953,1953
1903,кажи си гука боже да го слушне,1953,1953
1904,друgачкаtа,1953,1953
1905,со глас се сме како прле прета,1953,1953
1906,и со рачињата сама лета лета,1953,1953
1907,заtворницаtа,1953,1953
1908,зошто не го зеде да го донесе,1953,1953
1909,детински очи да погледав тука,1953,1953
1910,детинско срце да сетев кај чука,1953,1953
1911,и ти за толку смислен да си биде,1953,1953
1912,од кога еј од кога детенце не сум видела,1953,1953
1913,а сега брза кажувај како сте како мине,1953,1953
1914,за себе кажи ми сака сè да знам,1953,1953
1915,јас тебе уште за прва друшка те познава,1953,1953
1916,друgачкаtа,1953,1953
1917,што да ти кажувам,1953,1953
1918,за тебе жал ми е,1953,1953
1919,заtворницаtа,1953,1953
1920,зошто,1953,1953
1921,друgачкаtа,1953,1953
1922,те нема едно да биде,1953,1953
1923,и кај ни срце сака пак да си иде,1953,1953
1924,заtворницаtа,1953,1953
1925,сега е друго не може сега,1953,1953
1926,но ете и мене мисла често ми бег,1953,1953
1927,во дните кај вас во двор кога седи,1953,1953
1928,за тие смеа,1953,1953
1929,за игра за сè и,1953,1953
1930,за тоа со каква надеж живот си го редевме,1953,1953
1931,ти после замина,1953,1953
1932,јас на друга страна,1953,1953
1933,четири година со мене оттогаш,1953,1953
1934,многу многу нешто стана,1953,1953
1935,друgачкаtа,1953,1953
1936,одвај те препознав,1953,1953
1937,заtворницаtа,1953,1953
1938,а ти си ист,1953,1953
1939,друgачкаtа,1953,1953
1940,да знае колку си од мене тажена,1953,1953
1941,заtворницаtа,1953,1953
1942,немој јас не сака солза и пискоти,1953,1953
1943,а речи како си со дете мажена,1953,1953
1944,друgачкаtа,1953,1953
1945,сам знае нов домаќин,1953,1953
1946,не ни е сè погоден,1953,1953
1947,пак и времињата не се,1953,1953
1948,главно во слог си мине,1953,1953
1949,колку што може збиркаме,1953,1953
1950,за куќа си спрема,1953,1953
1951,што треба да откинеме,1953,1953
1952,така е не баш послатко,1953,1953
1953,сè сама да си реди,1953,1953
1954,куќа многу бара,1953,1953
1955,јас дури сега гледа,1953,1953
1956,ретко да излезе кино слаткарница,1953,1953
1957,штом не е на дуќан маж ме води,1953,1953
1958,некогаш дете в парк ќе го прошетам,1953,1953
1959,некогаш остај го на корзо оди,1953,1953
1960,заtворницаtа уpаа,1953,1953
1961,на корзо а зар има уште корзо,1953,1953
1962,друgачкаtа,1953,1953
1963,има до седум,1953,1953
1964,заtворницаtа,1953,1953
1965,и оди така ред по редум,1953,1953
1966,друgачкаtа,1953,1953
1967,да сама век е некако глув,1953,1953
1968,те чуди,1953,1953
1969,заtвореницаtа,1953,1953
1970,дека првпат чув,1953,1953
1971,мисли се врти опашка вешто,1953,1953
1972,друgачкаtа,1953,1953
1973,ти ми се смее да не згреши нешто,1953,1953
1974,заtворницаtа,1953,1953
1975,не мил гледа ти се радува,1953,1953
1976,но има луѓе в гради пајажина празно,1953,1953
1977,се сетив за нив и ми иде штур мразно,1953,1953
1978,јас ќе ти каже за брат ми и снаа ми,1953,1953
1979,дошле тој се штутка таа се срами,1953,1953
1980,поджолтнат на прст гази,1953,1953
1981,одвај шушолат в очи не ми се пулат,1953,1953
1982,од срце нема збор да ми каже,1953,1953
1983,и оти лазар бил жив ме лаже,1953,1953
1984,друgачкаtа,1953,1953
1985,не вели може,1953,1953
1986,заtворницаtа,1953,1953
1987,е мртов отепан одамна веќе знам,1953,1953
1988,па што што дека го убиле грозно,1953,1953
1989,да премирам да плаче да зајдувам,1953,1953
1990,не ќе траам,1953,1953
1991,отепан уште појќе јас го љубувам,1953,1953
1992,сtражароt,1953,1953
1993,стига,1953,1953
1994,заtворницаtа,1953,1953
1995,оди засега што да си каже,1953,1953
1996,дај да те бацам дојди пак,1953,1953
1997,но лудо ти не тажи ме,1953,1953
1998,си оди,1953,1953
1999,друgачкаtа pлаче,1953,1953
2000,сирота,1953,1953
2001,поема,1953,1953
2002,безумец безумец душа tи ленива,1953,1953
2003,ја чух невиден tаен gлас,1953,1953
2004,сpреgни pлуg за заборавенаtа ниво,1953,1953
2005,че блиска еt до близок еt час,1953,1953
2006,gоtов сум сја клнам да изорам ниво,1953,1953
2007,кажи кој си tи невиден gлас,1953,1953
2008,чуј заgрме gлас сја оtзива,1953,1953
2009,јас сум божиј gнев народен gлас,1953,1953
2011,в сtаја заtворен самичак лежиш,1953,1953
2012,а дух tи сtаваt див и мрачен,1953,1953
2013,и днеска tрpиш и уtре сtрадаш,1953,1953
2014,и неусеtно как свешt сја tоpиш,1953,1953
2015,и в tешка болесt в pосtела pадаш,1953,1953
2016,дор в чрна землја tи ќе сја сtоpиш,1953,1953
2018,шtо ви наpравихtе книgи мноgобројни,1953,1953
2019,ви каков донесохtе pлод,1953,1953
2020,усмалихtе ли вие маки безбројни,1953,1953
2021,на gоркијt tој ми народ,1953,1953
2022,од песна на рајко жинзифов,1953,1953
2024,на стар москва улица мирен,1953,1953
2025,мине и минат матно,1953,1953
2026,два сив ред уморни куќи,1953,1953
2027,а в небо кубе темнозлатно,1953,1953
2028,притивна назад градски бука,1953,1953
2029,приквечер мрежен се фаќа,1953,1953
2030,чуден е таа тишина тука,1953,1953
2031,време назад го враќа,1953,1953
2032,и ми се чини ова не сега,1953,1953
2033,а пред век станува ова,1953,1953
2034,и дека тука ќе те сретам,1953,1953
2035,за дружба чудесно нов,1953,1953
2036,јас би те познал веднаш мисли,1953,1953
2037,по твојот опул мрачен,1953,1953
2038,по од брз и литото палто,1953,1953
2039,по лик сув и мачен,1953,1953
2040,јас би те познал и би те запре,1953,1953
2041,ко земјак стар и добер,1953,1953
2042,но ти си мртов одамна веќе,1953,1953
2043,стемнет во мрак гробен,1953,1953
2045,и мине овде сега,1953,1953
2046,каде што ти си минел,1953,1953
2047,но нас со црн далги,1953,1953
2048,нè дели еден век,1953,1953
2049,и ете срце ми сака,1953,1953
2050,на твојот гроб да дојде,1953,1953
2051,над гроб твој да запре,1953,1953
2052,во мисли потулен,1953,1953
2053,но кој пат ќе ми каже,1953,1953
2054,кој ќе ме доведе таму,1953,1953
2055,никој,1953,1953
2056,сирак умре,1953,1953
2057,в туѓина в мат ден,1953,1953
2058,и згинал спомен негов,1953,1953
2059,и никој не иде веќе,1953,1953
2060,таму каде што заспал,1953,1953
2061,тој заден мртвенски сон,1953,1953
2062,по вечер вечер гасне,1953,1953
2063,сè нов трева расла,1953,1953
2064,и ноќни пролетни водје,1953,1953
2065,срамни незнаен гроб,1953,1953
2067,и што зар може смрт стар,1953,1953
2068,тој час на видок да го земе,1953,1953
2069,штом срце сака и мисла бара,1953,1953
2070,измами ме ти црн време,1953,1953
2071,мој претходник те вика денес,1953,1953
2072,јас што по ист пат се трудам,1953,1953
2073,знам може да ме судиш мене,1953,1953
2074,знам имам права да те суди,1953,1953
2076,и еве како одглас в душа,1953,1953
2077,збор темничен и слаб се слуша,1953,1953
2078,ти пошто мене ме знае,1953,1953
2079,ти што по толку време,1953,1953
2080,ми носи од дома глас,1953,1953
2081,зар в пес си ме сети,1953,1953
2082,не в пес живот мој е,1953,1953
2083,како што јас го знам,1953,1953
2084,едно е поет да бидеш,1953,1953
2085,друго да жолч те јаде,1953,1953
2086,одошто многу сака,1953,1953
2087,одошто скован си,1953,1953
2089,јас нејќам близок да те спомне,1953,1953
2090,кога на некој пир си се нашол,1953,1953
2091,си станал вели во царски дом и,1953,1953
2092,си кренал и ти поздравен чаша,1953,1953
2093,си имал тогаш поетска става,1953,1953
2094,ти трептел глас поглед се влажел,1953,1953
2095,и за славјанска дружба и слава,1953,1953
2096,здравица дури во стих си кажал,1953,1953
2097,слуша царски генерал,1953,1953
2098,со многу лустри дом светел,1953,1953
2099,а тебе в грло вик те давел,1953,1953
2100,нешто до солза чист си сети,1953,1953
2101,јас нејќам тука да те спомне,1953,1953
2102,ти нели в кален ноќ се врати,1953,1953
2103,со празен душа и снага ломен,1953,1953
2104,со срам од лага човек што пати,1953,1953
2105,јас тебе в мрачен те гледа стаја,1953,1953
2106,в приквечер зимен сив слепа,1953,1953
2107,надвор е бура див ветер лае,1953,1953
2108,и никој гробно на врат клепа,1953,1953
2109,ти си се свил на тврдо легло,1953,1953
2110,по сека жилка мраз ти тече,1953,1953
2111,со си рак зло те стегло,1953,1953
2112,офтика гради со нож ти сече,1953,1953
2113,од таа немош плач те стиска,1953,1953
2114,дека си распнат сам и дробен,1953,1953
2115,и скршен дозив в гради писка,1953,1953
2116,пред ноќта слепа на праг гробен,1953,1953
2117,и што да спомниш сега спрема,1953,1953
2118,оваа прост јасен мак,1953,1953
2119,видело нема ближен нема,1953,1953
2120,на чело да ти сложи рак,1953,1953
2121,далеку твојот роден крај е,1953,1953
2122,далеку матно вардар тече,1953,1953
2123,остана сама спомен таен,1953,1953
2124,мирис на летен штуркава вечер,1953,1953
2125,но зошто спомен солзнотрепкав,1953,1953
2126,пред очи како жар што гори,1953,1953
2127,и споро длабат во мрак лепкав,1953,1953
2128,за малку надеж дури се бори,1953,1953
2129,о смете ветрот лански лист,1953,1953
2130,и никој нема да ги врати,1953,1953
2131,зар твојот живот треба исто,1953,1953
2132,по пусти пат пуст да фати,1953,1953
2133,та срце се праша тажи,1953,1953
2134,во час суров на суден време,1953,1953
2135,што живот те дари кажи,1953,1953
2136,што смрт кажи ќе ти земе,1953,1953
2137,без радост овој живот мина,1953,1953
2138,кон слобода во скршен порив,1953,1953
2139,мој дален роде еве гинам,1953,1953
2140,а толку малку малку стори,1953,1953
2141,о зар ќе згасне мојот спомен,1953,1953
2142,мој мак и подвиг буен,1953,1953
2143,каже сам сум вика моли,1953,1953
2144,зар никој нема да ме чуе,1953,1953
2145,и оди вик твој низ мрака,1953,1953
2146,цел век се талк тој вик од очај,1953,1953
2147,цел век ја гласи твој мак,1953,1953
2148,цел век нè дели но јас го дочув,1953,1953
2150,стар москва е тука син,1953,1953
2151,приквечер на улица слага,1953,1953
2152,јас мине кај што и ти си минел,1953,1953
2153,ме стега некаква тивка тага,1953,1953
2154,и еве срце ми сака,1953,1953
2155,на твојот гроб да дојде,1953,1953
2156,над гроб твој да запре,1953,1953
2157,во мисли потонат,1953,1953
2158,но нема кој да ми каже,1953,1953
2159,ти каде мир си нашол,1953,1953
2160,ти каде сон си заспал,1953,1953
2161,туѓин непознат,1953,1953
2162,ти мајка наш попусто расен,1953,1953
2163,маж со ѕвездено чело,1953,1953
2164,нивен младост в туѓина згасна,1953,1953
2165,и глува смрт им беше дел,1953,1953
2166,и мрак над спомен нивни се сипал,1953,1953
2167,и був над гроб им пискал,1953,1953
2168,а ноќе дожд есенски липал,1953,1953
2169,навевал ветрот лист,1953,1953
2171,мртов си тука сен без спомен,1953,1953
2172,но тебе зар тој дел те чека,1953,1953
2173,да бидеш име во прашен том и,1953,1953
2174,лист пожолтен в библиотека,1953,1953
2175,и прв сум јас што сака,1953,1953
2176,очи во очи да те сретам,1953,1953
2177,и прв ме жижна твој мак,1953,1953
2178,за тебе близок жив да те сети,1953,1953
2179,ми треба другар штом јад ме стиска,1953,1953
2180,и срцево е студен камен,1953,1953
2181,јас кај да најде душа блиска,1953,1953
2182,со жизнен да ме стопли пламен,1953,1953
2183,кој помош ќе ми даде тогаш,1953,1953
2184,со таен повик да ме викне,1953,1953
2185,со очи полн прекор строгост,1953,1953
2186,кој до дно срце ќе ми вникне,1953,1953
2187,о другар зар од нас секој,1953,1953
2188,во немир лик не го будел,1953,1953
2189,на оние низ мрачен векој,1953,1953
2190,што носеле на подвиг удел,1953,1953
2191,а жинзифов во прв зора,1953,1953
2192,тој орач беше на пуста ниво,1953,1953
2193,па живеј таков и во нас гори,1953,1953
2194,о жинзифов ко љубов жив,1953,1953
2195,поема,1953,1953
2196,вечерта на септември година мансарда на една висок куќа во притивната софиска улица тоа е стан на поет коле неделковски тој седи на масат прелистува го занесен во некаква мисла зборник на миладиновци рацин во шетање низ соба во овој момент е запрен пред отворен прозор светло над град сè до далечина како некакво ниско небо се чувствува преку крововите пријатен дах од блиска град горе допира сама благ шум што успокојува и што ја затвора самоста,1953,1953
2197,коле pоgледоt му се засtојува чиtа во себе а pосле gласно со gесt сpрема рацина gи pовtорува сtиховиtе,1953,1953
2198,моме одит на езеро,1953,1953
2199,да ми налеит бисерен вод,1953,1953
2200,бисерен вод,1953,1953
2201,ја гледа таа жив вод,1953,1953
2202,жуберлива,1953,1953
2203,со срце не со усна би ја пил,1953,1953
2204,од бел грст на девојче,1953,1953
2205,кога се прелив,1953,1953
2206,да не знае што е во него збрано,1953,1953
2207,кладенче,1953,1953
2208,сонце,1953,1953
2209,бела гулаб,1953,1953
2210,милување,1953,1953
2211,одит моме на езеро,1953,1953
2212,како да гледа модра далга,1953,1953
2213,а по неа друга тивка се шири,1953,1953
2214,и така до далечина,1953,1953
2215,до полн смирување,1953,1953
2216,и мисла што ја следи сè поспокојна,1953,1953
2217,таму се стопи со нешто широко,1953,1953
2218,со една свеж и раскошен душа,1953,1953
2219,не знам но за мене е тоа,1953,1953
2220,најприсен допир со родина,1953,1953
2221,рацин,1953,1953
2222,и тоа трае миг,1953,1953
2223,ах далечен призор,1953,1953
2224,друг шум јас наслушувам,1953,1953
2225,шум на крв што секогаш е во нас,1953,1953
2226,шум на црвен бурен езеро,1953,1953
2227,зад раб на кои,1953,1953
2228,секогаш,1953,1953
2229,некакво сонце изгрева или зајдено е,1953,1953
2230,родина,1953,1953
2231,низ тој шум прашање вечна,1953,1953
2232,како во живот,1953,1953
2233,како со луѓе,1953,1953
2234,со љубов и омраза,1953,1953
2235,со себе како,1953,1953
2236,лесен одговор во збор красен срочен,1953,1953
2237,со важност за сите со важност за сегде,1953,1953
2238,тежок кога безброј пати,1953,1953
2239,човек треба да го дава,1953,1953
2240,родина,1953,1953
2241,види каква мисла,1953,1953
2242,врсница таа е наш,1953,1953
2243,ние ја растеме во себе,1953,1953
2244,смртен,1953,1953
2245,а за вечност жеден,1953,1953
2246,неа,1953,1953
2247,што треба вечна да биде,1953,1953
2248,поглед в срце,1953,1953
2249,блесок в ноќен вир,1953,1953
2250,и збор нејзин,1953,1953
2251,пред чин сме веќе,1953,1953
2252,доста несталните возбуди на песна,1953,1953
2253,не закопујте ме,1953,1953
2254,во жабјак на млак души,1953,1953
2255,не остава,1953,1953
2256,пајажина да ме обвие,1953,1953
2257,во срца колебливи,1953,1953
2258,сонце сум својот изгрев го сака,1953,1953
2259,слобода бара,1953,1953
2260,изборете ја,1953,1953
2261,ах како ветар дахот да ми мине,1953,1953
2262,над мајските ржје,1953,1953
2263,и тоа таласање,1953,1953
2264,на трева да им се предаде,1953,1953
2265,на лисјата да им се предаде,1953,1953
2266,на рамнина,1953,1953
2267,на рбет од планина,1953,1953
2268,и подалеку,1953,1953
2269,на езерата да им се предаде,1953,1953
2270,да биде докрај една слатко морници,1953,1953
2271,по снага од сета наш земја,1953,1953
2272,родина,1953,1953
2273,не спокој е таа,1953,1953
2274,ниту езеро мирно,1953,1953
2275,судба на живот наш е тврд,1953,1953
2276,верност бара,1953,1953
2277,напред кога нè праќа,1953,1953
2278,на паднат по наш распаќа,1953,1953
2279,на сам нас,1953,1953
2280,да најде веќе смисла жртва,1953,1953
2281,како ќе постапам,1953,1953
2282,коле,1953,1953
2283,пред сите еднаш реков,1953,1953
2284,во дните тешки да бидам верен,1953,1953
2285,врсница наш што убаво,1953,1953
2286,како свршеничка љубов звучи,1953,1953
2287,со сè што кријам во себе тајно,1953,1953
2288,од себе надвор,1953,1953
2289,припаѓа,1953,1953
2290,во час суден за таа љубов,1953,1953
2291,како пред смрт би сум стоел,1953,1953
2292,в зеница како би гледа,1953,1953
2293,неизвесност,1953,1953
2294,но човек треба да се спрема,1953,1953
2295,и ми се чини и јас се спрема,1953,1953
2296,чудно чувство имам откако сум реш,1953,1953
2297,од слабост е тоа знам,1953,1953
2298,во сè ми бара мисла,1953,1953
2299,жаловен слад на раздел,1953,1953
2300,горко уживање,1953,1953
2301,сака да гледа ластовечко гнездо,1953,1953
2302,кога ги храни мајка гол пилци,1953,1953
2303,на полн распеан срце тогаш ми личи,1953,1953
2304,но трошност му ја сеќава,1953,1953
2305,пред ветрот,1953,1953
2306,и глув негов тага есење,1953,1953
2307,прв ноќ кога останува празно,1953,1953
2308,од своите жител напуштен,1953,1953
2309,сака да прошетам низ стасан пченица,1953,1953
2310,в зора пред сам почеток на жетва,1953,1953
2311,кога на едниот крај жетвар,1953,1953
2312,веќе заврати ракав,1953,1953
2313,и српот блеснува со прв сонце,1953,1953
2314,тогаш е нива уште полн тајни,1953,1953
2315,полн шепот меѓу класјето и цвеќињата,1953,1953
2316,но потполошката возбудена за своите јајциња,1953,1953
2317,добро не вештава,1953,1953
2318,вечерта таа ќе биде жалосно стрниште,1953,1953
2319,сака осмев на случајно сретната девојка,1953,1953
2320,уловен на минување,1953,1953
2321,којзнае како жижнат,1953,1953
2322,од стек на мисла сама нејзини,1953,1953
2323,го сака заради жалба,1953,1953
2324,што е неповторлив,1953,1953
2325,и што е ведно прв и заден поздрав,1953,1953
2326,затоа толку песна ме трогна,1953,1953
2327,за моме на езеро,1953,1953
2328,затоа така живо си ја смислив,1953,1953
2329,бистрата вод во момински грст,1953,1953
2330,поезија е чист таа вод,1953,1953
2331,но ако не ја испие жеден срце на човек,1953,1953
2332,неа ќе ја испие жеден срце на сонце,1953,1953
2333,или земја росинка по росинка,1953,1953
2334,ах таа водич е сама миг,1953,1953
2335,што збрал сè од светлост свежест и убавина,1953,1953
2336,во една длан,1953,1953
2337,и што со сета убавина гине,1953,1953
2338,рацин,1953,1953
2339,кажи дали мисла ни се толку блиску,1953,1953
2340,и едно претчувствување ли е тоа,1953,1953
2341,и една жед,1953,1953
2342,за жив струја и јас копнеам,1953,1953
2343,но да е таква утока што нема,1953,1953
2344,што нема крај,1953,1953
2345,дека не по песок тече,1953,1953
2346,бели камчиња рони,1953,1953
2347,и не низ трева со сме се извива,1953,1953
2348,игралита и ѕунлив,1953,1953
2349,иако млако спокој ја чека,1953,1953
2350,не,1953,1953
2351,таа тече од срце до срце,1953,1953
2352,колку што срца народ го чинат,1953,1953
2353,ах смисли ја,1953,1953
2354,широчина на тоа корито,1953,1953
2355,таа во безброј водопади се прелив,1953,1953
2356,блискотен,1953,1953
2357,од срцата на стар,1953,1953
2358,во срцата на децата,1953,1953
2359,во обнова на колената,1953,1953
2360,ах смисли ја,1953,1953
2361,бескрајноста на тоа течење,1953,1953
2362,сладок шепот сладок плискот,1953,1953
2363,преливи на сонце и месечина,1953,1953
2364,ноќни приказна,1953,1953
2365,и бучење што страши во далечина,1953,1953
2366,и пијан од виножито,1953,1953
2367,во вриеж на пењи,1953,1953
2368,и сето тоа во човечки гради,1953,1953
2369,таа струја ја жедувам,1953,1953
2370,поезија,1953,1953
2371,ја знае стар сказ,1953,1953
2372,два рид се биеле,1953,1953
2373,ќе се дела здив да зема,1953,1953
2374,и се загнуваат,1953,1953
2375,снага со снага се урнуваат,1953,1953
2376,со остри спили како со заб се колат,1953,1953
2377,та оган прскоти од чкртање,1953,1953
2378,а меѓу нив среди во ла,1953,1953
2379,кладенче жив водич,1953,1953
2380,секаква болка смири,1953,1953
2381,секаква рана лекува,1953,1953
2382,кој ќе се напие од неа,1953,1953
2383,умирачка му нема,1953,1953
2384,и јунак таков се нашол беше,1953,1953
2385,да ја превари силина на планина,1953,1953
2386,да го издржи жар на нивното збивтање,1953,1953
2387,од жив вод да изнесе,1953,1953
2388,на мирен светлина,1953,1953
2389,ден каде што почнува,1953,1953
2390,и ете ми се чини,1953,1953
2391,ние во ист подвиг сме тргнале,1953,1953
2392,жив вод да црпеме,1953,1953
2393,меѓу два рид што вилнеат,1953,1953
2394,в срце на луѓе да им ја влееме,1953,1953
2395,жив вод на поезија,1953,1953
2396,на бунт денеска таа треба да крева,1953,1953
2397,на жртва мал и страден народ да вика,1953,1953
2398,и збор веднаш дело да стане,1953,1953
2399,о треба да сме триж силен по дух,1953,1953
2400,деца на мало потиснат племе,1953,1953
2401,во бура на свет,1953,1953
2402,на татковина што прави смисла,1953,1953
2403,прв слободен облик даваме,1953,1953
2404,на поезија творци,1953,1953
2405,прв од срцава што ја извира,1953,1953
2406,а кај е во нас дали ја има,1953,1953
2407,на оној древен јунак сила,1953,1953
2408,долг го знае,1953,1953
2409,но сит да се сети страшно,1953,1953
